SignalDate,ResearchRule,OfficialUniverseN,InferenceUniverseN,CandidateN,BandA_N,Sprout_N,A_PLUS_SPROUT_N,Breadth5D,BreadthGatePass,C1_N,ROOM_M2_N
2026-09-11,ROOM_M2_PROSPECTIVE_SHADOW_V2,1952,1948,64,14,2,0,0.2402464065708419,False,0,0
