SignalDate,Code,Name,Close,EMA9,EMA20,EMA_GAP_PCT,EMA9_DELTA_PCT,EMA20_DELTA_PCT,MACD_HIST,MACD_ACCEL1,MACD_ACCEL2,CCI20,CCI20_DELTA1,CCI_TURN,J,J_DELTA1,J_TURN,PULLBACK_RECOVERY,BB_CONTRACT,R0_BASE_ONSET,R1_CCI_ONSET,R2_J_ONSET,R3_EITHER_ONSET,R4_BOTH_ONSET,TrackFlags
2026-09-04,3026,禾伸堂,701.0,684.4462809644752,670.4176684856367,2.092518311834901,0.6083172127952619,0.48249402662887686,4.8573751690142855,0.013233429924839335,5.919060578620651,45.54129647910506,60.501354576418116,True,79.51219512195127,101.95121951219515,True,True,1,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,3167,大量,803.0,759.9105683642368,731.7794713359259,3.8442041803871785,1.4379666874012376,1.0350791289977401,9.488097433773998,1.002822780457418,5.9353394495331955,82.52947481243288,38.01101797091191,True,115.68627450980392,106.37254901960785,True,True,1,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,3168,眾福科,42.75,42.14907199846357,42.12548761157097,0.05598602705816358,0.35770511850086173,0.15629704643027598,0.16383454583336,0.03530929752812478,0.0036213637148434785,170.98945689252923,21.46054356470904,False,108.90660221390658,28.16173706393387,False,True,1,True,False,False,False,False,R0_BASE
2026-09-04,3188,鑫龍騰,24.899999618530273,24.481652260146305,24.166277683424173,1.3050192539103778,0.42903785911745373,0.3206183215967773,0.0700598454185899,0.009893137736272296,0.041741824837533,104.41613701352846,41.288465791227864,True,137.66696495122568,88.69328132240975,True,True,0,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,3272,東碩,14.600000381469728,14.242427410732532,14.197480784865578,0.3165816988804693,0.6316189279477191,0.2993299448188491,0.1061841532851871,0.017759978889656594,0.025431091394081187,251.78401988892318,151.0088217923194,False,62.79015625854565,36.06604480046984,False,True,1,True,False,False,False,False,R0_BASE
2026-09-04,3306,鼎天,44.95000076293945,44.71084574628564,44.63108322847991,0.17871517345300347,0.1339022146194857,0.07527385397936293,0.1099353935068924,0.003474033694326792,0.0270403889829728,75.93869800639297,50.38055773810535,True,71.79511758066126,50.42760457320077,True,True,1,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,3324,雙鴻,1485.0,1284.7085802849565,1163.8745209092972,10.382052120296926,4.055678440239108,2.991197625317188,45.50477203422152,4.675540991389482,6.761098263555574,183.68647443046058,-1.4331584767831202,False,118.95424836601308,67.64705882352939,True,True,0,True,False,True,True,False,R0_BASE|R2_J|R3_EITHER
2026-09-04,3362,先進光,210.0,200.9810768173388,192.91090714997105,4.183366190432092,1.1345907781243225,0.9412550539522169,1.2463527506836662,0.14797601602417743,0.9353740129632391,94.17398244213905,5.480180899175409,True,107.96760710553812,67.68547544409614,True,True,0,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,3374,精材,430.0,390.93116615595426,362.0903103704843,7.965100130948133,2.5624690540201778,2.013960014080074,11.571875665410602,0.10207539651950093,1.865022661384037,131.04173465317814,2.952140504224559,True,118.18181818181822,58.974358974359006,True,True,0,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,3380,明泰,30.0,28.80872762888681,28.576633492756425,0.812181519524402,1.0445759101480823,0.5270660951110395,0.4185054818093076,0.04189272870304639,0.05443925457581861,160.4597162082365,-5.108081167351742,False,101.96081423291966,63.1663055448611,True,True,1,True,False,True,True,False,R0_BASE|R2_J|R3_EITHER
2026-09-04,3437,榮創,18.350000381469727,18.036774211394295,17.946731118268087,0.501724199982867,0.436042450629448,0.2370907517277976,0.1264682837899957,0.008261183783345394,0.06438813978876859,71.40217704410179,34.978011411731195,True,94.6666971842448,81.99996948242188,True,True,1,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,3483,力致,80.0,76.43109423523387,75.43218903157097,1.3242426296879994,1.1811488141763027,0.6415122599828793,1.2669100883539404,0.10108786628543909,0.04753373952684825,167.13465556543707,-68.10186295681879,False,72.8211250037381,44.06759285032601,True,True,0,True,False,True,True,False,R0_BASE|R2_J|R3_EITHER
2026-09-04,3491,昇達科,1505.0,1419.614552984222,1361.8810679571104,4.239245730445074,1.526628574391209,1.1185753412018329,18.175154221433942,1.913800561727907,7.24293677657986,118.91730890949025,40.60405589744185,True,116.42512077294685,82.12560386473427,True,True,1,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,3515,華擎,227.0,222.91878190183797,220.1362993053659,1.2639817264359143,0.45980690656370893,0.329284117570916,0.482920343097784,0.15186915850532845,0.5620553182839862,56.840077071290715,-5.62731990314812,False,85.09585652442796,84.32282003710576,True,True,1,True,False,True,True,False,R0_BASE|R2_J|R3_EITHER
2026-09-04,3516,亞帝歐,26.5,26.134608965999842,25.995498185822633,0.535134118926317,0.35075391584882265,0.2047053048389147,0.0528275055759194,0.0189704138467199,0.0206003404504917,132.6989067146947,118.78771793030813,False,73.82650185714594,12.388614870952182,False,True,1,True,False,False,False,False,R0_BASE
2026-09-04,3551,世禾,182.0,178.6225712902363,178.32353800155164,0.1676914287568998,0.4749497466012498,0.21749101982264651,1.235770190782164,0.1420688038221376,0.4697671432484942,88.45315904139404,44.31522800691151,True,117.70833333333337,108.33333333333334,True,True,1,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,3580,友威科,88.0999984741211,83.94697294268042,82.13465156500234,2.206524704428525,1.252288572228788,0.7704042699698155,1.325683006564609,0.09466938593582541,0.11494491178787802,158.45048084173368,-36.87273003835719,False,69.28125492795928,39.09874941721384,True,True,1,True,False,True,True,False,R0_BASE|R2_J|R3_EITHER
2026-09-04,3591,艾笛森,24.899999618530273,22.734195966925935,22.096143343188945,2.8876198611992976,2.439765389919124,1.3538037613367804,0.3889736965163503,0.11608683243533097,0.13281889335965086,188.89112991606385,35.008951562962835,False,135.16996141640746,92.82152907375522,True,True,0,True,False,True,True,False,R0_BASE|R2_J|R3_EITHER
2026-09-04,3624,光頡,93.1999969482422,89.17599518090151,88.49205314977468,0.7728852555485943,1.1409782259967027,0.563173698255981,1.1701282681447218,0.2008594040781414,0.6832342784144574,71.08266947047564,98.39065386215486,True,116.58686059842518,134.74206396588934,True,True,1,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,3628,盈正,69.30000305175781,68.53727739115533,68.16647649228092,0.5439637164118327,0.27899182457831184,0.17534690482008397,0.1956820737695328,0.023152122254703617,0.05313208991848031,47.820082797835646,17.545148218957213,True,84.77735245788107,44.3010893207903,True,True,1,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,3630,新鉅科,28.399999618530273,26.841588175434378,26.451084836665427,1.4763225825341175,1.4728681274370992,0.7816407275116788,0.3118032063631477,0.08339318044123897,0.07141675913548676,264.9960563412114,149.31050415457247,True,117.70826169003848,42.024054673073024,True,True,0,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,3661,世芯-KY,4220.0,4073.350493370245,3950.845064014307,3.100739901743066,0.9082291125154907,0.722294579369831,37.14325042650793,0.7284557435392855,12.845205957639415,84.04177799368472,28.36377128549097,True,116.04153017867674,88.21551947973788,True,True,1,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,3675,德微,282.0,276.39576181367414,275.0417182580401,0.49230479078221645,0.5094860137417223,0.26701639220076956,2.571649938390439,0.11659792171770444,0.2985043002853711,17.543859649122513,-47.483896100282024,False,79.02621722846443,28.46441947565542,False,True,1,True,False,False,False,False,R0_BASE
2026-09-04,3684,榮昌,54.29999923706055,53.95217314856168,53.489561671126474,0.8648630928768997,0.16143353275226424,0.1597423679711163,0.0174137555949254,0.0025158466270850006,0.010597973684669401,95.23804333744172,19.808344467762993,False,106.666628519694,-6.666501363118499,False,True,1,True,False,False,False,False,R0_BASE
2026-09-04,3701,大眾控,41.95000076293945,41.343082149014506,41.01537415323256,0.7989881905200669,0.3683531719374633,0.24044227742057167,0.2165791862324367,0.009163840979173388,0.1317289323894347,62.90206861807076,23.3932701242559,True,55.8753009448189,70.0813146713387,True,True,1,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,3714,富采,66.80000305175781,62.27889133873231,60.22548839473996,3.4095247688712638,1.8484113787979206,1.1624630486825716,0.6889090712212504,0.21215948706948395,0.35898612401510055,153.53145432575695,28.438611222371478,False,125.15015606755813,110.84938466684011,True,True,1,True,False,True,True,False,R0_BASE|R2_J|R3_EITHER
2026-09-04,4166,友霖,25.200000762939453,24.73542518775332,24.677390488016336,0.23517356815003776,0.4717598877471696,0.2234211736991787,0.1370441240868514,0.02196384518571401,0.026248796313754014,169.6576661893545,91.54878087966739,False,97.2359409618181,31.38230057964148,True,True,1,True,False,True,True,False,R0_BASE|R2_J|R3_EITHER
2026-09-04,4198,欣大健康,48.5,44.990091208715846,43.454825148425925,3.533016310722714,1.9891752449862299,1.237242752880574,0.6792180267204914,0.13977024704749397,0.03727392701460275,232.27561654799592,-42.45609327123941,False,88.29266307799796,58.09554877110102,True,True,0,True,False,True,True,False,R0_BASE|R2_J|R3_EITHER
2026-09-04,4419,皇家美食,48.349998474121094,46.572823523356526,46.36292408215069,0.45273124023392786,0.9631647480540684,0.45319326728308074,0.1217705373539917,0.1467837093008563,0.0774699032762292,284.65797042280474,272.5220577412191,False,168.78821768807273,75.0241261972379,False,True,1,True,False,False,False,False,R0_BASE
2026-09-04,4420,光明,38.54999923706055,37.64119035161003,37.01547775542771,1.6904079972075214,0.6072654446023895,0.43829380735291856,0.2113898638018871,0.016057130680983384,0.01540613199967758,209.2639746065406,-6.533617780919286,False,98.30254198201942,48.7614357856759,True,True,0,True,False,True,True,False,R0_BASE|R2_J|R3_EITHER
2026-09-04,4440,宜新實業,17.75,17.597594323667654,17.573270166824194,0.13841565407319845,0.21698473463969137,0.10597261859894846,0.0058161742089678,0.0128898924049472,0.013024889738132102,72.49051477909575,102.76543756237447,False,155.55597941188518,115.10045357395467,False,True,1,True,False,False,False,False,R0_BASE
2026-09-04,4569,六方科-KY,180.0,171.44223608390712,167.60944857938347,2.2867371362470523,1.263677293512977,0.7842621441630726,1.8078946097663997,0.32000109220974515,0.4357236200333978,178.56739988719673,16.848649887196416,True,99.51172940534644,64.34731934731931,True,True,0,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,4576,大銀微系統,238.0,225.47471710522422,218.16505032660493,3.3505214367179015,1.4083263882147312,0.9662703039650555,3.115333405516503,0.2686464381543714,0.27825142751778253,101.03207810320767,-34.81367123947423,False,80.48780487804876,40.00349680916162,True,True,1,True,False,True,True,False,R0_BASE|R2_J|R3_EITHER
2026-09-04,4590,富田-創,89.5999984741211,88.69823829195315,87.76848711849276,1.0593223194165002,0.25481283514297015,0.22014174803020037,0.106663361571442,0.007105508422503307,0.02454337698952931,42.08186981829051,-3.6309718348428035,False,109.8038241918863,75.5990612565746,True,True,1,True,False,True,True,False,R0_BASE|R2_J|R3_EITHER
2026-09-04,4737,華廣,58.599998474121094,57.65914113519419,57.254406523747065,0.70690560957829,0.40961032767588,0.2480028016064173,0.1312220792953097,0.047176430597485816,0.053426702619625316,177.002498933167,115.40825184865557,False,131.99130738563323,47.93334838970446,False,True,1,True,False,False,False,False,R0_BASE
2026-09-04,4763,材料*-KY,50.29999923706055,48.93796849389418,48.821900629856735,0.23773729113378828,0.7006697060493838,0.31970643122316567,0.1613324137727126,0.10139829982168519,0.05861745061049739,30.038304615305204,-0.12110394664633262,False,70.99563917006364,38.24358575290452,True,True,0,True,False,True,True,False,R0_BASE|R2_J|R3_EITHER
2026-09-04,4767,誠泰科技,29.5,28.790382030075182,28.18482607158195,2.1485176348269297,0.6200140906276408,0.49360854328273085,0.148498325906309,0.0065277943570995756,0.054431562593417776,98.58413310988819,21.294061099378155,True,98.97437462439908,56.20378870344713,True,True,0,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
2026-09-04,4938,和碩,95.4000015258789,91.3279786010358,90.12626120898398,1.3333709575118036,1.1272351201767616,0.619765046671783,0.1990062159743271,0.2950463215333258,0.325296289133805,137.65258147682474,100.02946777591174,True,172.69178785247345,125.17476586776682,True,True,1,True,True,True,True,True,R0_BASE|R1_CCI|R2_J|R3_EITHER|R4_BOTH
