SignalDate,GeneratedAt,RuleHash,UniverseN,ExcludedN,TrainRows,TrainPositiveRate,TrainMaxD10Date,Top5,Top20SHA256,FeatureSnapshotSHA256
2026-09-04,2026-09-06T14:13:15.285545-07:00,84ba42e0a7d5b2a0e2193d1b2a4c94576186ea9e045470925e1f472095a19834,1973,7,2172368,8.011119662966863,2026-09-03,"7772,3094,3653,6933,7711",17acbbf892192fbe0e4e16ccf5b1bdfda14797c303c1d5d25295b8d765e467d8,b442a428d6a90e43c6c3ff01a637c562bbd1d4be54652e9b9345d6fac9452f57
